Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
51,Male,69.9,1.71,196,141,63,1.49,940.0,Strength,21.5,2.1,2,3,23.9
34,Male,76.6,1.78,196,120,50,1.46,996.0,Strength,23.9,3.2,4,2,24.18
49,Female,57.2,1.79,189,143,60,1.54,980.0,Strength,16.1,2.9,5,2,17.85
30,Female,55.7,1.83,189,159,66,2.0,1633.0,Yoga,17.0,2.5,5,3,16.63
28,Female,77.6,1.66,180,123,54,1.27,869.0,Strength,27.4,1.9,3,2,28.16
51,Female,43.5,1.64,175,132,61,1.36,694.0,Yoga,24.1,1.6,3,2,16.17
53,Female,57.2,1.8,178,126,68,1.16,613.0,Yoga,30.9,1.6,3,3,17.65
27,Male,125.8,2.0,192,150,68,1.36,1157.0,Strength,22.6,3.4,3,3,31.45
53,Female,64.6,1.69,160,152,62,1.61,1245.0,Cardio,16.9,2.7,3,3,22.62
34,Female,67.5,1.76,172,149,67,0.79,632.0,Strength,30.5,1.5,2,2,21.79
23,Male,119.9,1.73,178,133,57,1.43,987.0,Yoga,26.3,2.5,2,2,40.06
41,Female,56.6,1.53,171,148,69,1.03,737.0,Strength,34.9,1.5,5,2,24.18
25,Male,78.2,1.9,183,162,74,1.4,1034.0,Strength,20.2,2.8,2,3,21.66
18,Female,65.5,1.77,173,120,53,1.94,1170.0,Strength,18.2,2.7,4,3,20.91
21,Male,52.3,1.64,179,129,70,0.96,775.0,Strength,21.2,2.7,3,1,19.45
37,Female,56.6,1.61,170,157,68,1.19,771.0,Strength,27.2,1.7,4,3,21.84
54,Female,64.8,1.55,183,163,70,1.23,1053.0,Strength,34.2,2.2,2,2,26.97
49,Female,53.6,1.69,173,136,50,1.38,929.0,Strength,30.4,2.3,2,1,18.77
20,Female,46.6,1.62,186,151,53,1.44,874.0,Yoga,30.6,2.0,4,2,17.76
44,Male,82.3,1.82,185,142,66,1.37,899.0,Strength,25.0,3.3,4,3,24.85
27,Male,50.8,2.0,163,120,69,1.33,753.0,Yoga,24.9,2.2,4,2,12.7
59,Male,124.1,1.82,194,125,66,1.23,597.0,Yoga,20.3,2.0,3,3,37.47
55,Male,61.1,1.55,164,153,59,1.36,962.0,Strength,18.8,2.1,5,2,25.43
26,Female,40.8,1.62,196,158,61,1.03,858.0,HIIT,32.3,1.5,3,3,15.55
18,Female,55.8,1.77,181,169,59,1.27,931.0,Cardio,30.6,2.3,3,1,17.81
54,Female,52.7,1.65,165,152,50,1.04,753.0,Cardio,28.1,1.9,2,3,19.36
51,Female,54.9,1.73,163,127,50,1.34,759.0,Yoga,35.0,1.5,2,1,18.34
19,Male,106.6,1.88,190,158,63,1.57,1270.0,Cardio,28.0,2.6,4,2,30.16
33,Female,55.8,1.66,188,126,69,1.04,848.0,HIIT,30.9,2.1,2,1,20.25
53,Male,71.0,1.81,174,162,53,1.13,1016.0,Strength,17.8,2.5,3,3,21.67
38,Female,57.3,1.71,199,137,51,1.7,1106.0,Yoga,16.2,2.4,5,3,19.6
20,Male,99.0,1.81,187,128,50,1.46,979.0,Yoga,23.3,3.7,3,1,30.22
44,Female,40.8,1.62,161,150,63,1.17,860.0,Cardio,35.0,2.2,3,2,15.55
51,Female,41.2,1.66,194,133,68,0.99,690.0,Yoga,32.7,1.6,5,3,14.95
39,Male,52.2,1.65,199,124,70,1.01,623.0,HIIT,21.0,3.0,2,1,19.17
24,Female,56.4,1.78,190,146,59,1.71,1220.0,Yoga,18.9,3.1,4,2,17.8
43,Female,46.3,1.75,195,120,50,0.86,380.0,Yoga,27.6,2.9,2,1,15.12
18,Male,88.4,1.78,176,122,71,1.65,1033.0,Strength,27.7,3.5,3,2,27.9
36,Male,58.6,1.69,192,156,59,1.3,1119.0,Strength,22.5,3.3,3,1,20.52
59,Female,53.0,1.67,163,153,51,1.21,791.0,Cardio,26.3,2.7,4,2,19.0
34,Male,81.8,1.82,184,123,54,1.27,979.0,HIIT,26.4,1.5,3,2,24.7
34,Female,66.8,1.74,193,144,64,1.27,870.0,Cardio,34.4,1.5,2,3,22.06
44,Male,110.8,1.81,161,120,53,1.14,616.0,Yoga,21.2,3.2,3,2,33.82
24,Female,65.7,1.78,160,141,54,0.93,626.0,Cardio,30.9,2.0,2,1,20.74
47,Female,72.0,1.52,177,126,50,0.5,364.0,Cardio,31.9,2.0,3,2,31.16
28,Male,80.8,1.91,174,136,52,1.42,1100.0,Cardio,28.8,3.7,3,3,22.15
51,Male,92.6,1.75,168,122,74,0.77,533.0,Cardio,22.2,2.2,2,1,30.24
48,Female,40.0,1.88,167,131,60,0.85,407.0,Strength,28.6,2.6,4,1,11.32
40,Female,79.1,1.83,162,166,74,1.31,928.0,Strength,30.9,2.2,4,1,23.62
24,Male,74.3,1.73,189,125,74,1.32,882.0,Yoga,26.8,3.4,3,1,24.83
24,Male,114.5,1.95,167,138,58,1.27,810.0,HIIT,23.8,3.1,2,3,30.11
42,Male,84.4,1.86,190,137,50,1.23,861.0,Yoga,27.4,2.6,4,1,24.4
28,Female,42.4,1.67,184,137,68,1.03,700.0,Yoga,33.8,2.6,3,2,15.2
47,Male,67.3,1.76,160,131,57,1.08,740.0,Yoga,30.5,2.0,4,2,21.73
39,Female,65.5,1.5,178,137,71,1.45,827.0,Yoga,27.7,2.8,5,1,29.11
30,Male,73.2,1.67,171,125,70,0.71,639.0,Yoga,29.0,2.2,2,1,26.25
56,Female,75.0,1.65,192,163,51,1.41,1028.0,HIIT,25.0,2.4,2,1,27.55
42,Male,72.3,1.94,193,152,54,0.5,426.0,Cardio,22.9,1.8,3,1,19.21
36,Male,65.2,1.73,199,144,73,1.2,782.0,HIIT,28.9,2.5,3,3,21.78
29,Male,114.7,1.92,178,139,54,1.14,973.0,HIIT,21.0,3.3,2,1,31.11
59,Female,75.4,1.66,177,159,53,1.16,877.0,Strength,35.0,2.8,3,3,27.36
54,Female,63.8,1.5,186,137,50,1.41,710.0,Cardio,25.5,2.7,3,2,28.36
19,Female,43.8,1.53,188,124,56,1.36,915.0,HIIT,30.3,2.0,4,1,18.71
46,Female,76.6,1.81,187,150,61,1.21,944.0,Cardio,30.0,1.8,2,1,23.38
39,Male,68.0,1.78,172,122,57,1.2,713.0,Cardio,26.8,3.4,2,2,21.46
54,Female,70.8,1.72,165,146,68,1.38,881.0,Cardio,30.9,2.1,2,1,23.93
47,Male,85.2,1.8,181,150,67,1.98,1331.0,HIIT,12.5,3.2,4,3,26.3
54,Male,58.3,1.68,175,120,74,0.64,316.0,Cardio,20.9,3.7,3,2,20.66
24,Male,94.4,1.97,176,134,74,1.1,797.0,HIIT,27.8,1.9,2,2,24.32
30,Female,52.8,1.5,189,131,58,1.6,1029.0,Cardio,28.0,2.3,3,1,23.47
29,Male,91.7,1.59,171,151,64,2.0,1645.0,HIIT,18.1,3.7,5,2,36.27
45,Male,97.0,1.79,181,150,65,1.44,1032.0,HIIT,23.0,3.6,2,1,30.27
35,Female,63.3,1.72,183,125,53,2.0,1151.0,Strength,21.9,3.2,5,3,21.4
59,Male,129.3,1.74,173,144,68,1.14,908.0,Strength,27.4,2.4,4,1,42.71
24,Female,45.6,1.77,189,137,54,0.9,796.0,Cardio,24.3,1.9,2,1,14.56
46,Female,61.3,1.64,171,169,60,1.46,1002.0,Yoga,24.3,1.7,4,1,22.79
37,Female,65.0,1.73,167,143,63,1.44,1024.0,Yoga,25.3,1.7,4,3,21.72
27,Female,74.9,1.58,196,120,69,1.35,651.0,Cardio,24.4,1.8,5,2,30.0
36,Male,71.6,1.91,199,145,53,0.5,505.0,Cardio,27.7,2.2,2,2,19.63
56,Female,53.1,1.85,199,155,70,1.29,990.0,Strength,31.0,2.1,3,1,15.51
40,Male,107.9,1.94,199,127,69,0.71,668.0,HIIT,28.1,2.1,2,2,28.67
27,Male,85.1,1.85,161,134,64,1.42,940.0,HIIT,25.2,3.7,4,1,24.86
55,Male,80.3,1.92,167,144,55,1.49,1135.0,HIIT,11.0,3.7,5,2,21.78
45,Female,59.8,1.56,179,141,56,1.83,946.0,Yoga,18.4,2.5,5,3,24.57
50,Female,60.4,1.66,160,158,63,1.84,1150.0,Cardio,15.5,2.5,5,3,21.92
48,Male,67.7,1.91,164,140,64,0.98,637.0,Strength,24.1,2.2,3,2,18.56
43,Male,65.8,1.88,168,127,54,1.12,639.0,Cardio,24.0,2.6,2,2,18.62
32,Female,78.3,1.64,179,133,54,1.27,940.0,HIIT,30.3,1.7,3,3,29.11
45,Male,114.5,1.83,160,130,60,1.49,998.0,Yoga,28.5,2.8,3,2,34.19
18,Female,64.8,1.57,177,163,69,0.81,586.0,Strength,33.9,2.9,3,1,26.29
38,Male,73.2,1.79,170,132,54,1.1,712.0,Yoga,24.1,3.0,2,1,22.85
55,Female,74.8,1.6,166,132,60,0.61,303.0,Cardio,33.9,2.8,2,2,29.22
35,Female,63.1,1.6,172,164,74,1.67,1337.0,HIIT,14.4,3.0,4,3,24.65
28,Male,85.5,1.71,175,148,50,1.0,985.0,Yoga,24.5,3.7,5,1,29.24
29,Male,84.0,1.72,189,128,62,1.54,1113.0,Strength,25.7,2.4,3,2,28.39
19,Female,66.2,1.57,195,160,55,1.53,983.0,Cardio,31.4,2.5,3,2,26.86
56,Male,129.9,1.93,160,130,68,1.05,653.0,Strength,24.0,2.8,2,1,34.87
28,Male,87.7,1.8,199,122,57,1.19,866.0,Yoga,31.5,3.7,4,1,27.07
23,Female,45.1,1.6,183,130,63,1.39,871.0,HIIT,33.5,1.8,5,3,17.62
39,Male,87.0,1.84,170,122,54,1.79,1178.0,HIIT,14.3,3.2,4,3,25.7
42,Male,48.1,1.6,171,141,68,1.23,763.0,Strength,20.5,2.4,2,2,18.79
35,Male,126.1,1.84,183,160,71,1.4,1163.0,Strength,30.8,2.4,3,1,37.25
37,Male,97.1,1.74,192,146,72,1.31,1063.0,Strength,22.2,2.0,3,1,32.07
32,Male,86.5,1.92,166,159,70,1.95,1395.0,Yoga,11.1,3.2,5,3,23.46
28,Male,96.3,1.88,169,147,50,0.63,482.0,Yoga,25.1,2.4,2,1,27.25
21,Female,80.4,1.68,172,137,67,1.27,974.0,Strength,30.1,2.1,3,2,28.49
34,Female,77.5,1.73,183,130,59,1.14,725.0,Cardio,30.5,2.0,4,1,25.89
24,Male,97.5,1.96,193,156,71,1.63,1225.0,Cardio,22.5,2.8,3,2,25.38
25,Male,119.4,1.88,175,120,53,1.0,691.0,Cardio,23.5,3.2,3,3,33.78
24,Male,74.7,1.63,199,137,66,0.83,836.0,HIIT,23.3,3.5,3,1,28.12
30,Male,94.6,1.98,186,143,51,1.33,1067.0,HIIT,23.6,2.9,4,1,24.13
28,Male,63.5,1.89,176,132,71,1.44,743.0,HIIT,26.7,3.7,2,1,17.78
59,Male,60.7,1.95,167,125,68,1.06,771.0,Strength,26.1,2.9,2,2,15.96
19,Male,85.2,1.94,190,131,60,2.0,1292.0,Strength,10.7,3.7,4,3,22.64
30,Female,69.0,1.8,168,161,66,0.5,454.0,Cardio,25.9,2.8,3,1,21.3
47,Male,106.1,1.73,193,132,54,0.5,330.0,HIIT,20.8,3.0,3,1,35.45
50,Female,54.9,1.65,178,136,74,0.55,440.0,Yoga,34.7,1.9,3,1,20.17
43,Male,110.0,1.63,190,169,66,1.22,1052.0,Strength,20.2,3.4,3,1,41.4
40,Male,73.4,1.93,181,139,71,1.11,929.0,Yoga,22.6,3.7,5,2,19.71
50,Female,50.1,1.85,173,158,58,1.32,888.0,Strength,32.8,2.1,4,2,14.64
27,Female,40.0,1.63,166,169,71,1.19,877.0,Cardio,24.1,1.8,4,2,15.06
25,Male,104.7,1.83,176,120,50,1.18,1009.0,Cardio,22.5,3.0,2,1,31.26
32,Female,59.7,1.62,176,160,71,0.76,699.0,Strength,25.7,2.3,3,1,22.75
26,Male,88.2,1.96,160,152,54,1.85,1496.0,Cardio,12.5,3.7,5,2,22.96
40,Female,72.9,1.68,160,120,74,0.92,708.0,HIIT,30.9,2.0,4,1,25.83
25,Male,61.3,1.81,175,146,73,1.49,1141.0,Yoga,28.0,3.3,3,2,18.71
49,Female,57.5,1.56,191,136,61,1.69,1145.0,Cardio,22.1,2.2,3,3,23.63
26,Female,71.6,1.64,175,139,66,1.24,956.0,HIIT,29.8,1.7,4,2,26.62
47,Male,44.3,1.74,170,120,69,1.4,770.0,Yoga,24.2,2.4,5,3,14.63
57,Male,117.7,1.92,188,161,50,1.42,1010.0,Yoga,30.7,2.4,3,1,31.93
40,Male,61.9,1.63,198,122,56,0.89,691.0,Cardio,27.3,3.5,2,2,23.3
23,Male,78.8,1.94,180,169,57,1.13,1033.0,Strength,19.5,2.5,3,2,20.94
39,Male,78.2,1.66,170,134,62,0.86,649.0,Cardio,27.7,3.4,3,1,28.38
20,Male,92.9,1.59,181,168,59,1.27,1173.0,Cardio,24.9,2.9,5,3,36.75
47,Male,88.7,1.63,198,166,72,1.87,1511.0,HIIT,12.5,3.5,3,3,33.38
30,Female,64.3,1.74,178,140,74,1.06,798.0,HIIT,31.1,2.6,3,1,21.24
56,Male,85.9,1.62,184,141,50,0.92,696.0,HIIT,22.1,2.9,3,1,32.73
52,Female,58.5,1.5,186,136,70,1.4,923.0,Cardio,29.0,2.5,3,1,26.0
23,Male,107.1,1.71,199,133,65,1.13,1089.0,Strength,22.9,2.2,3,1,36.63
27,Female,68.1,1.73,166,169,66,1.03,916.0,Cardio,27.6,1.5,4,1,22.75
28,Male,69.5,2.0,194,124,63,0.67,548.0,Yoga,25.0,1.9,2,2,17.38
22,Male,78.8,1.85,174,124,56,1.73,1081.0,Cardio,10.6,3.7,3,3,23.02
30,Male,84.8,1.69,192,152,74,2.0,1774.0,Strength,10.0,3.5,4,3,29.69
23,Male,76.2,1.96,180,147,71,0.79,551.0,HIIT,25.6,3.7,3,1,19.84
58,Male,53.3,1.78,173,141,69,1.56,1032.0,Strength,25.4,3.2,5,1,16.82
30,Female,48.3,1.6,162,136,56,1.14,878.0,Yoga,25.2,2.4,2,2,18.87
48,Female,57.8,1.6,199,129,62,1.36,783.0,Strength,30.7,2.5,3,2,22.58
38,Male,62.7,2.0,180,165,73,1.32,1162.0,Strength,27.2,2.6,5,1,15.68
23,Female,59.6,1.5,183,129,71,1.34,859.0,Cardio,35.0,2.3,3,1,26.49
44,Male,61.5,1.69,179,142,74,1.27,986.0,HIIT,22.6,3.6,2,2,21.53
33,Female,63.8,1.64,178,149,62,1.76,1241.0,Yoga,22.2,2.8,4,3,23.72
52,Female,42.1,1.51,180,159,56,1.36,956.0,Strength,30.4,2.3,3,1,18.46
47,Male,108.1,1.66,189,169,59,1.43,1136.0,Strength,19.9,3.1,2,1,39.23
43,Male,76.7,1.95,173,136,72,1.2,855.0,Yoga,21.0,3.7,4,1,20.17
47,Female,64.0,1.8,160,159,58,1.6,1036.0,HIIT,12.5,2.8,4,3,19.75
18,Female,66.7,1.52,167,131,57,0.82,524.0,Cardio,30.4,1.5,3,2,28.87
59,Male,94.8,1.73,197,149,55,1.03,628.0,HIIT,30.7,2.4,3,1,31.67
48,Female,67.8,1.52,179,146,58,1.27,1014.0,Strength,30.0,2.3,4,2,29.35
28,Male,75.1,1.75,167,138,66,0.83,451.0,Cardio,24.1,2.6,3,1,24.52
56,Male,89.5,1.68,182,155,64,1.3,648.0,Yoga,24.5,2.6,2,2,31.71
31,Female,62.4,1.72,182,120,74,1.72,1005.0,Strength,16.7,3.0,4,3,21.09
58,Female,74.8,1.74,175,165,52,1.12,858.0,Strength,31.3,2.1,5,1,24.71
43,Male,69.7,1.7,160,147,50,1.31,840.0,HIIT,26.1,2.0,2,3,24.12
40,Female,66.4,1.69,165,150,56,1.18,733.0,Strength,34.3,2.2,2,1,23.25
49,Male,89.0,1.79,177,154,71,1.61,1325.0,Yoga,10.8,3.3,5,3,27.78
47,Male,96.5,1.88,198,150,68,0.73,554.0,HIIT,21.8,2.9,4,1,27.3
50,Male,74.2,1.78,171,134,59,1.82,1280.0,Yoga,11.9,3.1,5,3,23.42
33,Male,66.0,1.75,199,142,68,1.01,730.0,HIIT,29.7,2.6,3,2,21.55
33,Female,60.6,1.61,182,129,54,1.96,1254.0,HIIT,16.8,2.5,5,3,23.38
36,Male,87.4,1.61,198,151,69,1.91,1550.0,Yoga,16.1,3.5,3,3,33.72
52,Male,98.5,1.67,186,143,64,0.98,740.0,Cardio,26.5,3.2,2,2,35.32
40,Female,48.9,1.55,173,131,54,1.37,740.0,HIIT,32.1,1.9,2,1,20.35
49,Male,54.2,1.71,175,123,60,1.23,805.0,Strength,19.1,3.4,4,3,18.54
33,Female,63.4,1.63,183,124,72,1.37,957.0,Strength,17.2,2.7,5,3,23.86
25,Male,83.0,1.72,186,136,53,1.8,1427.0,Yoga,14.1,3.6,3,2,28.06
21,Female,43.4,1.74,182,148,55,1.02,578.0,Cardio,27.9,2.8,3,1,14.33
27,Male,67.2,2.0,178,156,69,0.9,590.0,HIIT,29.9,3.7,2,1,16.8
18,Female,63.3,1.55,167,126,60,1.26,861.0,Cardio,24.0,2.1,4,2,26.35
21,Female,73.4,1.6,183,128,60,1.29,658.0,HIIT,27.1,2.0,4,1,28.67
46,Female,50.3,1.6,168,158,70,1.39,847.0,Strength,32.7,2.7,3,2,19.65
48,Female,50.0,1.72,173,151,58,1.28,994.0,Cardio,27.7,1.5,2,2,16.9
35,Female,61.8,1.68,161,130,53,1.47,1082.0,Strength,20.5,2.7,5,3,21.9
41,Male,81.4,1.75,178,128,64,1.1,619.0,Cardio,25.9,2.5,4,1,26.58
32,Female,66.9,1.5,173,139,58,1.35,974.0,HIIT,30.1,1.9,3,1,29.73
54,Male,72.7,1.75,169,154,69,1.14,688.0,Yoga,25.5,2.9,4,2,23.74
54,Female,74.8,1.53,188,143,74,0.82,605.0,HIIT,32.9,2.4,3,1,31.95
43,Female,54.9,1.65,181,121,52,0.94,607.0,Strength,25.2,2.3,4,1,20.17
57,Female,77.6,1.64,174,158,50,1.28,979.0,Strength,33.3,2.2,3,1,28.85
33,Female,69.9,1.71,166,164,64,1.0,930.0,Cardio,28.4,1.5,3,1,23.9
34,Male,91.8,1.54,194,143,69,1.74,1535.0,Yoga,17.5,3.3,3,3,38.71
33,Female,52.5,1.59,192,159,55,1.11,764.0,Cardio,29.7,2.1,3,2,20.77
46,Female,48.9,1.53,184,135,68,0.65,512.0,Strength,31.4,2.2,2,2,20.89
42,Female,66.0,1.73,162,155,53,1.11,877.0,Yoga,30.3,1.6,3,1,22.05
46,Male,84.4,1.96,187,139,58,1.67,1026.0,HIIT,24.1,1.5,4,3,21.97
54,Female,65.2,1.55,186,129,74,1.16,643.0,HIIT,34.3,1.5,3,1,27.14
22,Female,56.2,1.59,176,152,74,1.9,1438.0,Yoga,14.8,2.6,4,3,22.23
59,Female,79.6,1.62,190,162,69,1.2,809.0,Cardio,26.9,1.5,3,1,30.33
28,Female,70.1,1.58,176,135,53,1.55,1051.0,Cardio,27.8,2.1,4,1,28.08
59,Male,92.4,1.72,181,163,63,1.88,1239.0,Yoga,11.3,3.7,5,2,31.23
55,Female,79.5,1.75,167,136,64,1.14,738.0,Cardio,24.7,2.6,3,2,25.96
40,Male,127.7,1.69,176,155,53,1.37,841.0,Cardio,22.6,2.9,2,2,44.71
29,Male,124.6,2.0,188,158,63,1.43,1113.0,Strength,23.4,2.9,5,1,31.15
55,Female,62.0,1.65,183,120,64,1.26,724.0,Strength,33.1,2.4,4,1,22.77
43,Male,54.5,1.79,198,143,65,1.37,769.0,Cardio,26.9,3.2,5,3,17.01
23,Male,102.7,2.0,199,136,52,0.75,646.0,Yoga,26.8,3.6,2,1,25.68
38,Female,66.1,1.58,160,155,55,1.77,1261.0,HIIT,14.3,3.7,4,2,26.48
42,Male,84.4,1.83,185,139,64,1.68,1183.0,Cardio,12.3,3.3,4,3,25.2
19,Female,61.6,1.82,189,132,69,1.07,749.0,Cardio,27.6,2.0,3,1,18.6
33,Male,128.7,2.0,182,158,69,1.39,1139.0,Strength,24.6,2.9,3,1,32.17
28,Female,47.1,1.65,168,164,57,1.31,864.0,Cardio,25.6,2.2,2,1,17.3
22,Female,45.7,1.65,194,153,50,0.67,514.0,Strength,34.3,1.5,2,1,16.79
43,Female,71.9,1.66,169,136,68,0.86,548.0,Yoga,30.3,2.1,2,1,26.09
24,Female,40.9,1.61,174,168,55,0.96,863.0,HIIT,32.5,2.2,3,2,15.78
19,Female,44.6,1.53,168,136,67,0.8,389.0,HIIT,27.4,1.7,3,1,19.05
39,Male,82.6,1.87,167,131,57,1.89,1201.0,HIIT,10.0,2.1,5,3,23.62
43,Female,71.5,1.69,163,147,61,1.11,672.0,Strength,33.9,2.3,2,1,25.03
40,Female,59.9,1.54,171,136,52,1.68,1011.0,Yoga,22.4,2.6,5,3,25.26
31,Male,62.3,1.9,188,148,67,0.58,557.0,Yoga,29.3,2.8,2,2,17.26
58,Female,63.9,1.61,172,124,50,1.16,657.0,HIIT,25.8,1.6,4,1,24.65
37,Male,121.2,1.64,160,133,66,1.56,965.0,HIIT,25.3,2.7,2,3,45.06
18,Male,103.4,1.89,180,144,55,1.35,997.0,Cardio,31.5,2.5,3,3,28.95
46,Male,71.9,1.77,169,139,50,1.45,959.0,Strength,27.6,3.6,3,1,22.95
54,Male,79.9,1.9,163,148,74,1.83,1307.0,Cardio,10.1,3.6,4,2,22.13
47,Female,61.7,1.6,164,129,68,0.65,521.0,HIIT,32.3,2.2,3,1,24.1
57,Female,78.1,1.64,190,154,69,1.3,704.0,Cardio,25.0,2.0,2,2,29.04
23,Female,68.6,1.71,168,168,56,1.37,1028.0,Strength,34.0,2.0,2,1,23.46
31,Female,69.0,1.72,171,152,70,0.99,571.0,Strength,31.5,1.5,2,1,23.32
33,Female,59.7,1.74,166,130,50,1.59,1029.0,Strength,15.6,2.7,5,3,19.72
36,Male,108.7,1.58,178,149,74,1.46,1154.0,Strength,27.7,3.4,4,2,43.54
22,Female,77.7,1.9,196,131,52,1.57,1097.0,HIIT,27.1,1.5,3,1,21.52
42,Female,73.0,1.53,172,164,74,0.95,664.0,Yoga,33.5,1.5,2,1,31.18
50,Female,42.8,1.75,160,145,74,1.01,628.0,HIIT,28.6,1.5,5,2,13.98
32,Female,49.9,1.5,191,131,62,1.57,952.0,Cardio,29.3,1.7,3,2,22.18
45,Male,126.5,1.78,199,163,69,1.0,546.0,Strength,24.0,2.8,2,1,39.93
40,Male,47.5,1.59,178,155,60,0.69,489.0,Strength,27.7,2.2,3,1,18.79
23,Female,60.1,1.68,183,128,72,0.5,365.0,HIIT,29.4,1.7,2,1,21.29
33,Male,126.2,1.97,182,147,70,1.43,1060.0,Strength,22.1,2.2,5,3,32.52
41,Female,66.3,1.71,184,160,63,1.32,961.0,Cardio,31.4,1.8,4,1,22.67
32,Female,51.8,1.82,192,163,55,1.37,1282.0,Cardio,31.7,2.1,5,1,15.64
29,Male,99.8,1.82,196,128,62,1.59,1006.0,HIIT,25.4,3.1,2,3,30.13
44,Male,92.5,1.81,193,162,66,1.68,1215.0,HIIT,10.0,3.2,5,2,28.23
32,Male,103.8,1.69,161,160,56,1.34,952.0,Cardio,26.2,3.3,2,1,36.34
40,Male,81.3,1.96,185,157,74,1.77,1471.0,Cardio,11.5,3.0,5,3,21.16
42,Male,97.8,1.62,188,132,55,1.35,816.0,Yoga,24.6,3.0,4,2,37.27
49,Male,88.2,1.93,178,147,51,1.07,740.0,Cardio,27.3,3.5,2,2,23.68
50,Male,55.4,1.92,178,131,67,0.97,795.0,Yoga,28.6,3.1,3,3,15.03
26,Male,112.7,1.63,190,141,65,1.09,745.0,Cardio,29.3,3.0,2,2,42.42
24,Male,97.4,1.91,188,165,74,1.43,1279.0,Cardio,23.2,2.0,5,1,26.7
18,Female,62.8,1.55,192,127,73,1.41,818.0,Cardio,29.6,2.3,2,2,26.14
59,Female,65.0,1.78,187,136,57,1.83,1250.0,Cardio,21.9,3.1,5,3,20.52
31,Male,87.0,1.67,189,127,66,1.68,1239.0,Yoga,14.8,3.3,5,3,31.2
43,Male,85.7,1.58,172,165,50,1.91,1704.0,Strength,11.0,3.7,5,3,34.33
24,Male,108.4,1.95,162,145,51,1.08,883.0,HIIT,22.7,3.6,3,2,28.51
28,Male,92.8,2.0,161,158,52,1.79,1499.0,Cardio,12.7,3.4,3,3,23.2
32,Female,78.8,1.66,183,169,69,1.34,1012.0,Cardio,28.4,2.4,3,1,28.6
56,Male,75.9,1.9,171,141,74,0.89,581.0,Yoga,20.6,3.5,2,1,21.02
50,Female,68.1,1.76,199,140,65,1.46,891.0,Strength,28.0,2.0,3,3,21.98
33,Female,57.0,1.52,165,146,65,1.48,809.0,Strength,32.5,2.7,3,1,24.67
21,Male,117.5,1.77,195,155,52,1.34,1127.0,Yoga,25.4,3.7,4,2,37.51
44,Male,69.9,1.79,190,161,68,1.23,1023.0,HIIT,24.3,3.7,3,2,21.82
35,Male,62.2,1.62,198,126,57,0.88,664.0,Cardio,27.0,3.7,4,1,23.7
58,Female,63.5,1.73,185,120,68,1.32,844.0,Strength,35.0,2.3,2,1,21.22
58,Male,49.9,1.66,164,155,66,0.82,538.0,Cardio,28.7,2.4,3,2,18.11
29,Male,84.0,1.66,168,122,52,1.41,983.0,Strength,13.6,3.3,3,2,30.48
49,Male,46.3,1.82,170,169,52,1.56,1233.0,Yoga,25.5,2.6,3,1,13.98
23,Female,77.2,1.83,193,135,56,1.5,1000.0,HIIT,30.1,2.5,4,1,23.05
46,Female,45.5,1.77,184,134,63,0.64,329.0,Yoga,28.1,2.7,2,2,14.52
26,Male,60.5,2.0,196,140,68,1.19,1183.0,Strength,28.3,2.8,3,1,15.12
56,Male,62.2,1.64,165,148,59,1.36,895.0,Strength,22.6,1.9,3,1,23.13
18,Male,45.6,1.7,160,138,73,1.11,760.0,HIIT,18.7,2.4,3,1,15.78
41,Female,42.2,1.71,164,152,71,1.51,922.0,Yoga,31.5,1.5,3,1,14.43
27,Female,75.1,1.83,177,155,53,1.38,931.0,Yoga,24.0,1.6,5,1,22.43
34,Female,47.2,1.71,198,160,53,1.61,1186.0,Cardio,28.1,1.5,5,2,16.14
46,Female,63.9,1.59,168,154,50,1.88,1193.0,HIIT,17.5,2.3,5,3,25.28
31,Male,100.1,1.75,179,139,74,0.99,695.0,HIIT,26.9,3.5,3,2,32.69
18,Female,62.3,1.72,183,121,52,1.86,1097.0,Strength,20.4,3.4,4,2,21.06
40,Male,74.4,1.74,185,129,58,1.32,889.0,HIIT,27.6,2.0,5,1,24.57
54,Male,65.7,1.77,197,159,60,0.5,436.0,Yoga,22.1,2.9,2,1,20.97
27,Male,86.3,2.0,170,149,56,1.36,1074.0,HIIT,23.5,3.7,4,1,21.58
24,Male,48.8,1.78,195,120,71,1.21,788.0,Strength,26.3,1.8,2,1,15.4
23,Female,61.0,1.63,199,131,61,2.0,1189.0,Cardio,17.3,2.1,4,3,22.96
34,Female,58.0,1.52,162,128,53,1.85,1059.0,Yoga,12.9,3.0,4,3,25.1
26,Female,59.2,1.54,176,120,50,1.31,712.0,Strength,35.0,1.6,3,1,24.96
37,Female,57.2,1.61,171,169,64,1.15,1164.0,Strength,34.2,2.1,4,2,22.07
46,Male,83.0,1.77,192,123,67,1.5,900.0,Yoga,28.0,3.5,3,2,26.49
36,Male,62.9,1.78,196,144,74,1.13,826.0,HIIT,28.3,2.9,4,1,19.85
58,Male,78.5,1.64,193,125,55,1.46,881.0,Yoga,21.1,2.4,3,3,29.19
21,Female,45.7,1.56,175,139,64,1.51,924.0,Strength,31.0,2.6,4,1,18.78
58,Male,127.7,1.73,190,122,64,1.32,800.0,Yoga,27.1,2.6,2,2,42.67
